Order_ID,Order_Date,Product_ID,Warehouse_ID,Supplier_ID,Customer_City,Category,Product_Name,Quantity,Unit_Price,Revenue,Shipping_Cost,Delivery_Days,Order_Status,Payment_Method,Quantity outlier,Delivery date outliers
101688,12/13/2025,P0102,W05,S013,Hyderabad,Office Supplies,Stapler,15,2624,39360,389,6,Pending,Unknown,Normal,On Time
101689,4/23/2024,P0684,W01,S003,Delhi,Furniture,Shelf,5,1233,6165,359,1,delivered,Unknown,Normal,On Time
101690,11/19/2025,P0758,W05,S017,Delhi,Furniture,Table,3,4995,14985,285,4,Delivered,Unknown,Normal,On Time
101691,9/25/2024,P0542,W01,S016,Hyderabad,Electronics,Mouse,17,3275,55675,476,10,Pending,Unknown,Normal,On Time
101692,5/19/2024,P0144,W01,S014,Delhi,Office Supplies,Marker,8,3580,28640,488,6,Pending,Unknown,Normal,On Time
101693,4/29/2024,P0707,W04,S020,Bengaluru,Electronics,Laptop,17,3457,58769,470,5,Pending,Unknown,Normal,On Time
101694,8/21/2024,P0675,W02,S011,Jaipur,Electronics,Monitor,17,741,12597,261,8,Pending,Unknown,Normal,On Time
101695,11/24/2024,P0170,W02,S011,Chennai,Electronics,Headphones,5,3495,17475,462,8,Pending,Unknown,Normal,On Time
101696,4/28/2024,P0077,W03,S008,Vizag,Electronics,Headphones,14,2314,32396,204,9,Shipped,Unknown,Normal,On Time
101697,12/11/2025,P0058,W04,S006,Pune,Electronics,Laptop,14,4457,62398,62,6,Cancelled,Unknown,Normal,On Time
101698,07/01/2024,P0742,W04,S013,Hyderabad,Furniture,Shelf,16,627,10032,137,6,Cancelled,Unknown,Normal,On Time
101699,4/24/2025,P0789,W02,S015,Jaipur,Office Supplies,Notebook,7,2854,19978,310,5,Cancelled,Unknown,Normal,On Time
101700,03/06/2024,P0491,W02,S013,Ahmedabad,Office Supplies,Pen,20,4204,84080,486,10,Pending,Unknown,Normal,On Time
101701,6/13/2024,P0211,W02,S001,Pune,Furniture,Chair,7,3687,25809,125,6,Delivered,Unknown,Normal,On Time
101702,6/24/2024,P0114,W01,S016,Hyderabad,Electronics,Headphones,2,2241,4482,66,9,Pending,Unknown,Normal,On Time
101703,01/07/2024,P0066,W05,S015,Bengaluru,Office Supplies,Stapler,17,1607,27319,375,8,Cancelled,Unknown,Normal,On Time
101704,06/09/2024,P0640,W03,S012,Hyderabad,Electronics,Headphones,10,4049,40490,179,2,Shipped,Unknown,Normal,On Time
101705,12/07/2025,P0049,W01,S007,Bengaluru,Furniture,Chair,1,3177,3177,91,1,Cancelled,Unknown,Normal,On Time
101706,7/21/2024,P0468,W03,S007,Bengaluru,Furniture,Chair,15,2171,32565,214,1,Pending,Unknown,Normal,On Time
101707,9/18/2025,P0395,W05,S016,Kolkata,Office Supplies,Notebook,14,1359,19026,484,9,Shipped,Unknown,Normal,On Time
101708,01/05/2024,P0032,W05,S010,Kolkata,Office Supplies,Printer Paper,1,211,211,180,6,Delivered,Unknown,Normal,On Time
101709,10/29/2024,P0099,W01,S012,Bengaluru,Furniture,Cabinet,18,2896,52128,423,2,Shipped,Unknown,Normal,On Time
101710,12/15/2025,P0251,W02,S005,Bengaluru,Electronics,Keyboard,1,3541,3541,365,10,Pending,Unknown,Normal,On Time
101711,12/14/2024,P0765,W02,S020,Chennai,Office Supplies,Stapler,2,4691,9382,148,8,Cancelled,Unknown,Normal,On Time
101712,07/05/2025,P0182,W04,S002,Ahmedabad,Furniture,Chair,4,2900,11600,447,3,Shipped,Unknown,Normal,On Time
101713,3/18/2025,P0070,W03,S005,Jaipur,Electronics,Laptop,15,353,5295,171,1,Delivered,Unknown,Normal,On Time
101714,3/31/2025,P0508,W05,S020,Pune,Electronics,Headphones,8,2890,23120,404,5,Pending,Unknown,Normal,On Time
101715,4/16/2024,P0090,W04,S001,Chennai,Electronics,Laptop,7,4691,32837,164,1,Pending,Unknown,Normal,On Time
101716,09/01/2025,P0796,W04,S002,Hyderabad,Office Supplies,Stapler,12,4873,58476,287,1,Pending,Unknown,Normal,On Time
101717,08/08/2025,P0619,W04,S019,Delhi,Electronics,Headphones,7,3744,26208,398,2,Shipped,Unknown,Normal,On Time
101718,5/29/2024,P0526,W03,S018,Vizag,Office Supplies,Pen,15,2889,43335,406,7,Shipped,Unknown,Normal,On Time
101719,8/30/2024,P0509,W05,S010,Jaipur,Office Supplies,Stapler,13,1059,13767,329,5,Pending,Unknown,Normal,On Time
101720,6/23/2024,P0762,W04,S005,Mumbai,Office Supplies,Stapler,20,2634,52680,450,5,Cancelled,Unknown,Normal,On Time
101721,06/11/2025,P0215,W05,S017,Chennai,Furniture,Cabinet,10,2638,26380,443,8,Delivered,Unknown,Normal,On Time
101722,7/19/2025,P0074,W04,S016,Ahmedabad,Furniture,Shelf,2,4888,9776,269,6,Pending,Unknown,Normal,On Time
101723,12/03/2025,P0653,W02,S011,Ahmedabad,Office Supplies,Printer Paper,7,519,3633,300,4,Delivered,Unknown,Normal,On Time
101724,8/24/2025,P0619,W03,S005,Hyderabad,Office Supplies,Notebook,1,4579,4579,161,7,Cancelled,Unknown,Normal,On Time
101725,05/01/2024,P0292,W05,S015,Pune,Office Supplies,Printer Paper,2,2036,4072,94,3,Pending,Unknown,Normal,On Time
101726,09/05/2024,P0728,W03,S011,Jaipur,Electronics,Keyboard,20,1743,34860,121,3,Cancelled,Unknown,Normal,On Time
101727,01/04/2025,P0578,W03,S016,Chennai,Furniture,Cabinet,15,543,8145,126,1,Delivered,Unknown,Normal,On Time
101728,4/15/2024,P0158,W02,S005,Pune,Furniture,Chair,6,4817,28902,177,10,Delivered,Unknown,Normal,On Time
101729,12/14/2024,P0595,W03,S002,Pune,Office Supplies,Pen,1,2625,2625,195,7,Delivered,Unknown,Normal,On Time
101730,7/15/2024,P0591,W05,S002,Bengaluru,Electronics,Monitor,7,3711,25977,53,8,Pending,Unknown,Normal,On Time
101731,07/07/2024,P0703,W02,S005,Kolkata,Furniture,Table,2,1657,3314,405,4,Pending,Unknown,Normal,On Time
101732,12/14/2024,P0695,W01,S006,Ahmedabad,Electronics,Headphones,15,2962,44430,396,1,Delivered,Unknown,Normal,On Time
101733,7/18/2025,P0665,W02,S008,Delhi,Electronics,Laptop,7,1910,13370,179,5,Shipped,Unknown,Normal,On Time
101734,06/12/2024,P0178,W04,S002,Pune,Office Supplies,Pen,19,794,15086,429,10,Pending,Unknown,Normal,On Time
101735,07/08/2025,P0549,W04,S006,Jaipur,Electronics,Headphones,5,4385,21925,169,8,Delivered,Unknown,Normal,On Time
101736,9/21/2024,P0426,W04,S012,Jaipur,Office Supplies,Pen,2,1434,2868,131,9,Pending,Unknown,Normal,On Time
101737,9/20/2024,P0351,W02,S012,Chennai,Office Supplies,Stapler,11,2417,26587,301,7,Delivered,Unknown,Normal,On Time
101738,4/24/2025,P0470,W01,S014,Jaipur,Furniture,Desk,15,2252,33780,290,8,Delivered,Unknown,Normal,On Time
101739,3/13/2024,P0725,W04,S009,Bengaluru,Electronics,Mouse,20,3917,78340,128,9,Pending,Unknown,Normal,On Time
101740,7/25/2024,P0077,W04,S013,Kolkata,Electronics,Monitor,250,1804,451000,493,8,Shipped,Unknown,Outlier,On Time
101741,8/31/2024,P0383,W03,S003,Chennai,Furniture,Table,19,725,13775,123,8,Pending,Unknown,Normal,On Time
101742,12/02/2025,P0410,W04,S004,Delhi,Furniture,Chair,3,901,2703,365,9,Delivered,Unknown,Normal,On Time
101743,09/03/2025,P0389,W04,S005,Vizag,Furniture,Desk,2,1047,2094,420,1,Pending,Unknown,Normal,On Time
101744,1/29/2024,P0744,W02,S001,Delhi,Office Supplies,Printer Paper,14,639,8946,217,2,Shipped,Unknown,Normal,On Time
101745,4/26/2025,P0374,W05,S020,Mumbai,Furniture,Chair,5,2567,12835,339,8,Pending,Unknown,Normal,On Time
101746,06/03/2024,P0393,W05,S009,Chennai,Furniture,Cabinet,15,2934,44010,377,4,Shipped,Unknown,Normal,On Time
101747,07/11/2024,P0245,W04,S020,Pune,Office Supplies,Pen,2,3513,7026,195,2,Delivered,Unknown,Normal,On Time
101748,6/26/2025,P0328,W03,S016,Kolkata,Electronics,Monitor,14,3439,48146,429,10,Delivered,Unknown,Normal,On Time
101749,08/04/2024,P0346,W05,S013,Jaipur,Electronics,Monitor,10,580,5800,459,6,Delivered,Unknown,Normal,On Time
101750,8/28/2025,P0112,W01,S004,Hyderabad,Electronics,Keyboard,2,3838,7676,180,5,Cancelled,Unknown,Normal,On Time
101751,8/13/2025,P0422,W01,S017,Bengaluru,Electronics,Laptop,17,780,13260,323,5,Cancelled,Unknown,Normal,On Time
101752,06/07/2024,P0355,W05,S016,Bengaluru,Office Supplies,Pen,2,3918,7836,420,4,Delivered,Unknown,Normal,On Time
101753,10/15/2024,P0482,W03,S020,Bengaluru,Office Supplies,Pen,1,2918,2918,201,9,Delivered,Unknown,Normal,On Time
101754,07/03/2024,P0083,W03,S014,Vizag,Office Supplies,Stapler,9,3366,30294,52,5,Delivered,Unknown,Normal,On Time
101755,10/26/2025,P0634,W04,S019,Kolkata,Electronics,Monitor,6,4585,27510,74,5,Pending,Unknown,Normal,On Time
101756,9/17/2025,P0140,W05,S007,Hyderabad,Office Supplies,Stapler,15,2908,43620,200,5,Cancelled,Unknown,Normal,On Time
101757,06/05/2024,P0286,W05,S010,Hyderabad,Furniture,Chair,11,3763,41393,143,8,Pending,Unknown,Normal,On Time
101758,09/02/2024,P0064,W04,S001,Kolkata,Furniture,Table,20,3062,61240,258,2,Shipped,Unknown,Normal,On Time
101759,09/11/2024,P0055,W02,S015,Ahmedabad,Office Supplies,Marker,11,4447,48917,65,6,Pending,Unknown,Normal,On Time
101760,10/02/2025,P0079,W02,S018,Delhi,Office Supplies,Pen,16,3590,57440,375,3,Cancelled,Unknown,Normal,On Time
101761,12/05/2024,P0526,W04,S013,Chennai,Office Supplies,Notebook,16,1723,27568,335,8,Shipped,Unknown,Normal,On Time
101762,6/19/2025,P0722,W05,S013,Delhi,Electronics,Keyboard,14,2628,36792,90,9,Pending,Unknown,Normal,On Time
101763,02/06/2024,P0337,W02,S002,Vizag,Furniture,Shelf,2,2789,5578,477,10,Pending,Unknown,Normal,On Time
101764,3/18/2025,P0391,W05,S014,Bengaluru,Electronics,Laptop,8,1572,12576,467,10,Pending,Unknown,Normal,On Time
101765,06/02/2024,P0007,W05,S016,Kolkata,Furniture,Desk,15,4136,62040,329,7,Pending,Unknown,Normal,On Time
101766,10/13/2025,P0722,W03,S016,Pune,Furniture,Shelf,8,3785,30280,90,1,Cancelled,Unknown,Normal,On Time
101767,08/11/2024,P0063,W02,S015,Vizag,Electronics,Keyboard,14,1257,17598,489,8,Cancelled,Unknown,Normal,On Time
101768,09/10/2025,P0744,W02,S019,Pune,Electronics,Mouse,6,3871,23226,61,5,Pending,Unknown,Normal,On Time
101769,8/26/2024,P0541,W04,S011,Chennai,Furniture,Table,2,1051,2102,262,8,Shipped,Unknown,Normal,On Time
101770,12/07/2025,P0167,W03,S018,Bengaluru,Furniture,Shelf,1,2481,2481,313,5,Pending,Unknown,Normal,On Time
101771,8/30/2025,P0694,W03,S006,Chennai,Office Supplies,Printer Paper,12,3785,45420,64,1,Pending,Unknown,Normal,On Time
101772,08/12/2025,P0524,W01,S004,Mumbai,Furniture,Cabinet,2,396,792,375,9,Pending,Unknown,Normal,On Time
101773,07/07/2025,P0690,W01,S004,Vizag,Electronics,Headphones,16,3279,52464,123,9,Delivered,Unknown,Normal,On Time
101774,11/22/2024,P0391,W03,S020,Vizag,Furniture,Desk,7,1819,12733,216,7,Shipped,Unknown,Normal,On Time
101775,12/16/2024,P0332,W02,S013,Pune,Furniture,Shelf,12,4962,59544,391,5,Cancelled,Unknown,Normal,On Time
101776,11/09/2025,P0376,W02,S002,Bengaluru,Electronics,Headphones,3,2660,7980,313,6,Pending,Unknown,Normal,On Time
101777,11/23/2024,P0153,W01,S007,Pune,Furniture,Shelf,17,808,13736,251,6,Pending,Unknown,Normal,On Time
101778,04/03/2024,P0173,W03,S010,Pune,Electronics,Mouse,16,2346,37536,287,4,Delivered,Unknown,Normal,On Time
101779,01/05/2025,P0736,W02,S012,Delhi,Electronics,Mouse,19,3775,71725,169,5,Delivered,Unknown,Normal,On Time
101780,2/20/2025,P0009,W01,S018,Hyderabad,Furniture,Shelf,11,700,7700,412,1,Cancelled,Unknown,Normal,On Time
101781,4/17/2025,P0438,W05,S014,Jaipur,Office Supplies,Notebook,4,2678,10712,429,4,Pending,Unknown,Normal,On Time
101782,11/08/2024,P0574,W01,S006,Hyderabad,Electronics,Mouse,16,1252,20032,109,2,Pending,Unknown,Normal,On Time
101783,4/20/2024,P0693,W05,S019,Bengaluru,Office Supplies,Stapler,20,4664,93280,380,9,Cancelled,Unknown,Normal,On Time
101784,5/15/2025,P0056,W03,S003,Kolkata,Electronics,Headphones,5,1977,9885,148,6,Pending,Unknown,Normal,On Time
101785,09/01/2024,P0740,W02,S006,Pune,Furniture,Chair,1,1983,1983,403,9,Shipped,Unknown,Normal,On Time
101786,04/09/2025,P0356,W02,S012,Pune,Electronics,Mouse,9,2358,21222,353,6,Shipped,Unknown,Normal,On Time
101787,11/18/2025,P0763,W01,S011,Vizag,Office Supplies,Marker,5,3291,16455,437,4,Shipped,Unknown,Normal,On Time
101788,10/14/2024,P0413,W05,S013,Mumbai,Office Supplies,Marker,1,4896,4896,363,7,Shipped,Unknown,Normal,On Time
101789,1/28/2024,P0594,W04,S003,Pune,Furniture,Shelf,8,1321,10568,442,4,Shipped,Unknown,Normal,On Time
101790,12/13/2025,P0555,W05,S018,Vizag,Furniture,Chair,18,2245,40410,143,4,Shipped,Unknown,Normal,On Time
101791,12/11/2024,P0761,W03,S012,Bengaluru,Electronics,Headphones,6,2944,17664,357,1,Cancelled,Unknown,Normal,On Time
101792,7/30/2024,P0561,W04,S007,Hyderabad,Furniture,Chair,7,1136,7952,344,7,Pending,Unknown,Normal,On Time
101793,10/07/2024,P0530,W04,S016,Chennai,Furniture,Shelf,7,2170,15190,322,1,Shipped,Unknown,Normal,On Time
101794,02/08/2024,P0125,W03,S012,Bengaluru,Office Supplies,Printer Paper,4,4223,16892,442,2,Shipped,Unknown,Normal,On Time
101795,03/11/2024,P0075,W04,S018,Chennai,Office Supplies,Printer Paper,1,1108,1108,433,5,Pending,Unknown,Normal,On Time
101796,12/27/2025,P0646,W03,S013,Mumbai,Furniture,Chair,4,454,1816,490,4,Pending,Unknown,Normal,On Time
101797,7/22/2024,P0298,W03,S011,Delhi,Furniture,Cabinet,6,4302,25812,176,7,Pending,Unknown,Normal,On Time
101798,5/23/2025,P0795,W02,S008,Kolkata,Furniture,Cabinet,19,3560,67640,453,7,Delivered,Unknown,Normal,On Time
101799,2/26/2024,P0595,W03,S015,Vizag,Office Supplies,Marker,19,2387,45353,401,3,Pending,Unknown,Normal,On Time
101800,1/20/2024,P0247,W03,S017,Kolkata,Electronics,Headphones,7,4898,34286,93,7,Delivered,Unknown,Normal,On Time
101801,12/27/2025,P0128,W03,S006,Pune,Office Supplies,Printer Paper,18,4081,73458,466,8,Shipped,Unknown,Normal,On Time
101802,12/17/2024,P0173,W05,S001,Pune,Office Supplies,Printer Paper,9,3371,30339,269,10,Shipped,Unknown,Normal,On Time
101803,11/21/2025,P0121,W04,S007,Pune,Electronics,Laptop,14,747,10458,381,8,Cancelled,Unknown,Normal,On Time
101804,11/30/2025,P0730,W05,S010,Vizag,Office Supplies,Pen,6,4413,26478,360,8,shipped,Unknown,Normal,On Time
101805,6/26/2024,P0641,W02,S011,Delhi,Office Supplies,Printer Paper,15,813,12195,427,4,Cancelled,Unknown,Normal,On Time
101806,08/01/2024,P0050,W02,S014,Jaipur,Office Supplies,Printer Paper,5,4638,23190,153,4,Shipped,Unknown,Normal,On Time
101807,6/18/2025,P0609,W03,S003,Ahmedabad,Furniture,Table,9,4069,36621,99,2,Delivered,Unknown,Normal,On Time
101808,5/31/2025,P0247,W01,S019,Delhi,Office Supplies,Notebook,16,1189,19024,109,7,Cancelled,Unknown,Normal,On Time
101809,5/22/2025,P0470,W01,S002,Ahmedabad,Furniture,Cabinet,10,2673,26730,497,8,Pending,Unknown,Normal,On Time
101810,08/08/2025,P0600,W01,S020,Bengaluru,Furniture,Shelf,18,1404,25272,224,4,Delivered,Unknown,Normal,On Time
101811,2/16/2025,P0777,W05,S005,Pune,Furniture,Table,14,1415,19810,327,7,Pending,Unknown,Normal,On Time
101812,03/02/2025,P0731,W04,S019,Mumbai,Electronics,Laptop,1,4069,4069,54,10,Pending,Unknown,Normal,On Time
101813,12/01/2025,P0181,W05,S014,Chennai,Electronics,Mouse,2,487,974,342,9,Shipped,Unknown,Normal,On Time
101814,6/13/2024,P0515,W01,S015,Chennai,Furniture,Chair,16,2403,38448,465,6,Shipped,Unknown,Normal,On Time
101815,8/19/2024,P0060,W02,S005,Kolkata,Office Supplies,Printer Paper,16,3067,49072,51,1,Pending,Unknown,Normal,On Time
101816,1/25/2025,P0233,W03,S003,Chennai,Office Supplies,Marker,9,3241,29169,276,4,Shipped,Unknown,Normal,On Time
101817,08/11/2025,P0608,W01,S002,Vizag,Furniture,Shelf,11,1416,15576,189,8,Pending,Unknown,Normal,On Time
101818,12/14/2025,P0410,W02,S017,Bengaluru,Office Supplies,Printer Paper,7,3543,24801,357,4,Pending,Unknown,Normal,On Time
101819,2/24/2024,P0008,W05,S019,Ahmedabad,Electronics,Monitor,5,1994,9970,304,3,Pending,Unknown,Normal,On Time
101820,6/30/2025,P0288,W03,S013,Vizag,Furniture,Desk,7,478,3346,154,8,Pending,Unknown,Normal,On Time
101821,11/05/2025,P0395,W05,S001,Delhi,Office Supplies,Notebook,5,4188,20940,330,1,Cancelled,Unknown,Normal,On Time
101822,11/15/2025,P0162,W04,S010,Vizag,Office Supplies,Marker,10,3120,31200,207,5,Shipped,Unknown,Normal,On Time
101823,10/12/2025,P0586,W01,S008,Bengaluru,Electronics,Keyboard,7,3888,27216,151,10,Cancelled,Unknown,Normal,On Time
101824,8/18/2025,P0691,W04,S012,Bengaluru,Office Supplies,Marker,20,4039,80780,396,9,Cancelled,Unknown,Normal,On Time
101825,03/03/2025,P0483,W01,S010,Ahmedabad,Furniture,Chair,1,295,295,252,7,Delivered,Unknown,Normal,On Time
101826,4/25/2025,P0391,W02,S005,Pune,Office Supplies,Stapler,18,1365,24570,336,10,Delivered,Unknown,Normal,On Time
101827,7/30/2025,P0357,W03,S010,Jaipur,Electronics,Keyboard,12,3480,41760,173,8,Cancelled,Unknown,Normal,On Time
101828,4/23/2025,P0209,W04,S013,Delhi,Furniture,Cabinet,14,3214,44996,151,2,Delivered,Unknown,Normal,On Time
101829,11/14/2025,P0401,W01,S004,Hyderabad,Electronics,Mouse,12,3978,47736,154,3,Shipped,Unknown,Normal,On Time
101830,04/03/2025,P0793,W05,S019,Bengaluru,Office Supplies,Notebook,2,2676,5352,330,9,Pending,Unknown,Normal,On Time
101831,12/25/2025,P0673,W03,S018,Ahmedabad,Office Supplies,Pen,16,3174,50784,372,5,Delivered,Unknown,Normal,On Time
101832,8/27/2024,P0553,W04,S018,Ahmedabad,Electronics,Laptop,10,4220,42200,467,4,Cancelled,Unknown,Normal,On Time
101833,04/05/2025,P0454,W01,S019,Ahmedabad,Electronics,Keyboard,5,4890,24450,65,6,Delivered,Unknown,Normal,On Time
101834,06/10/2024,P0765,W03,S002,Jaipur,Office Supplies,Stapler,17,3845,65365,190,4,Shipped,Unknown,Normal,On Time
101835,01/01/2025,P0258,W05,S013,Hyderabad,Electronics,Mouse,2,4874,9748,380,10,Pending,Unknown,Normal,On Time
101836,08/02/2024,P0339,W03,S014,Delhi,Office Supplies,Printer Paper,6,1729,10374,469,2,Pending,Unknown,Normal,On Time
101837,3/24/2024,P0437,W01,S006,Jaipur,Office Supplies,Printer Paper,13,2654,34502,350,1,Cancelled,Unknown,Normal,On Time
101838,12/19/2025,P0072,W05,S002,Kolkata,Electronics,Laptop,11,2147,23617,422,10,Cancelled,Unknown,Normal,On Time
101839,01/01/2024,P0785,W01,S006,Hyderabad,Electronics,Keyboard,4,2015,8060,160,4,shipped,Unknown,Normal,On Time
101840,1/18/2025,P0573,W01,S013,Ahmedabad,Office Supplies,Printer Paper,16,4448,71168,55,2,Cancelled,Unknown,Normal,On Time
101841,11/18/2025,P0758,W05,S008,Pune,Office Supplies,Notebook,20,4854,97080,444,10,Cancelled,Unknown,Normal,On Time
101842,6/15/2024,P0770,W05,S012,Bengaluru,Office Supplies,Marker,18,4309,77562,271,8,Cancelled,Unknown,Normal,On Time
101843,7/30/2025,P0791,W03,S002,Pune,Electronics,Monitor,4,885,3540,128,10,Pending,Unknown,Normal,On Time
101844,12/08/2025,P0186,W04,S005,Mumbai,Office Supplies,Notebook,7,798,5586,291,8,Shipped,Unknown,Normal,On Time
101845,10/20/2025,P0065,W05,S003,Delhi,Office Supplies,Notebook,8,3381,27048,353,6,Delivered,Unknown,Normal,On Time
101846,8/14/2024,P0118,W03,S011,Bengaluru,Electronics,Mouse,8,2015,16120,150,1,Shipped,Unknown,Normal,On Time
101847,2/19/2024,P0296,W03,S001,Jaipur,Office Supplies,Marker,18,4336,78048,408,10,Shipped,Unknown,Normal,On Time
101848,1/14/2024,P0260,W03,S014,Delhi,Furniture,Desk,3,601,1803,481,4,Shipped,Unknown,Normal,On Time
101849,2/17/2025,P0012,W05,S011,Jaipur,Electronics,Headphones,3,4292,12876,102,5,Cancelled,Unknown,Normal,On Time
101850,10/07/2024,P0081,W03,S005,Mumbai,Office Supplies,Notebook,14,3941,55174,184,6,Cancelled,Unknown,Normal,On Time
101851,02/03/2025,P0620,W01,S020,Vizag,Office Supplies,Stapler,1,3141,3141,282,8,Pending,Unknown,Normal,On Time
101852,1/15/2024,P0138,W04,S005,Kolkata,Furniture,Desk,2,2540,5080,303,3,Cancelled,Unknown,Normal,On Time
101853,2/13/2025,P0562,W05,S014,Vizag,Office Supplies,Marker,13,3396,44148,248,3,Pending,Unknown,Normal,On Time
101854,5/31/2024,P0331,W02,S009,Ahmedabad,Furniture,Chair,4,3300,13200,130,8,Delivered,Unknown,Normal,On Time
101855,2/27/2024,P0348,W02,S001,Delhi,Electronics,Mouse,11,3397,37367,475,45,Cancelled,Unknown,Normal,Delayed
101856,09/05/2024,P0154,W02,S004,Jaipur,Office Supplies,Printer Paper,8,918,7344,146,2,Delivered,Unknown,Normal,On Time
101857,07/05/2025,P0498,W05,S008,Delhi,Electronics,Headphones,3,4940,14820,188,5,Cancelled,Unknown,Normal,On Time
101858,8/21/2024,P0095,W02,S016,Delhi,Furniture,Desk,15,4146,62190,352,9,Pending,Unknown,Normal,On Time
101859,9/23/2025,P0773,W04,S007,Kolkata,Office Supplies,Stapler,17,1093,18581,384,1,Cancelled,Unknown,Normal,On Time
101860,5/20/2025,P0642,W02,S011,Vizag,Office Supplies,Printer Paper,12,3899,46788,194,6,Cancelled,Unknown,Normal,On Time
101861,12/10/2024,P0375,W02,S018,Pune,Furniture,Cabinet,6,2837,17022,153,6,Pending,Unknown,Normal,On Time
101862,07/07/2025,P0560,W04,S010,Kolkata,Office Supplies,Stapler,6,4064,24384,131,1,Shipped,Unknown,Normal,On Time
101863,4/15/2024,P0381,W02,S013,Kolkata,Furniture,Shelf,15,1259,18885,78,8,Pending,Unknown,Normal,On Time
101864,12/30/2024,P0146,W05,S020,Kolkata,Electronics,Laptop,2,2621,5242,414,2,delivered,Unknown,Normal,On Time
101865,10/10/2024,P0595,W04,S006,Pune,Furniture,Cabinet,12,2754,33048,188,4,Delivered,Unknown,Normal,On Time
101866,12/18/2025,P0365,W05,S014,Ahmedabad,Office Supplies,Marker,20,955,19100,62,1,Cancelled,Unknown,Normal,On Time
101867,9/18/2024,P0223,W04,S014,Jaipur,Office Supplies,Notebook,17,956,16252,478,8,Pending,Unknown,Normal,On Time
101868,7/24/2025,P0042,W04,S001,Hyderabad,Electronics,Headphones,5,2563,12815,348,1,Pending,Unknown,Normal,On Time
101869,8/14/2024,P0413,W04,S014,Ahmedabad,Furniture,Table,7,2757,19299,424,9,Cancelled,Unknown,Normal,On Time
101870,08/05/2024,P0516,W04,S018,Vizag,Furniture,Table,250,3880,970000,243,3,Pending,Unknown,Outlier,On Time
101871,8/23/2025,P0442,W05,S006,Chennai,Electronics,Monitor,18,3807,68526,118,7,Pending,Unknown,Normal,On Time
101872,10/10/2024,P0593,W05,S003,Chennai,Office Supplies,Notebook,13,3452,44876,66,5,Pending,Unknown,Normal,On Time
101873,4/30/2025,P0776,W01,S010,Hyderabad,Electronics,Headphones,10,3747,37470,229,2,Delivered,Unknown,Normal,On Time
101874,08/09/2025,P0265,W02,S003,Vizag,Office Supplies,Pen,13,4533,58929,98,2,Cancelled,Unknown,Normal,On Time
101875,3/13/2025,P0533,W04,S016,Ahmedabad,Office Supplies,Pen,16,1816,29056,103,4,Shipped,Unknown,Normal,On Time
101876,7/22/2025,P0025,W05,S018,Delhi,Furniture,Cabinet,19,4779,90801,267,2,Cancelled,Unknown,Normal,On Time
101877,04/06/2024,P0077,W01,S008,Delhi,Furniture,Desk,14,1267,17738,148,4,Shipped,Unknown,Normal,On Time
101878,8/22/2025,P0619,W01,S003,Bengaluru,Office Supplies,Notebook,11,201,2211,207,5,Cancelled,Unknown,Normal,On Time
101879,1/28/2024,P0391,W04,S020,Ahmedabad,Electronics,Headphones,13,3349,43537,447,5,Delivered,Unknown,Normal,On Time
101880,11/21/2025,P0178,W01,S012,Ahmedabad,Office Supplies,Marker,15,3371,50565,281,3,Pending,Unknown,Normal,On Time
101881,5/15/2025,P0479,W01,S004,Ahmedabad,Office Supplies,Marker,19,1496,28424,186,6,Cancelled,Unknown,Normal,On Time
101882,03/10/2025,P0521,W03,S014,Kolkata,Electronics,Keyboard,10,985,9850,476,8,Pending,Unknown,Normal,On Time
101883,05/05/2025,P0606,W03,S007,Pune,Office Supplies,Stapler,18,4708,84744,265,2,Shipped,Unknown,Normal,On Time
101884,9/27/2024,P0754,W03,S017,Pune,Office Supplies,Pen,14,4264,59696,76,3,Shipped,Unknown,Normal,On Time
101885,10/25/2025,P0037,W02,S009,Ahmedabad,Furniture,Table,13,4978,64714,374,5,Pending,Unknown,Normal,On Time
101886,1/28/2024,P0243,W04,S012,Hyderabad,Electronics,Keyboard,8,1589,12712,357,1,Shipped,Unknown,Normal,On Time
101887,05/03/2024,P0254,W04,S020,Jaipur,Furniture,Shelf,2,4148,8296,318,1,Cancelled,Unknown,Normal,On Time
101888,6/29/2024,P0724,W03,S001,Mumbai,Furniture,Cabinet,17,2466,41922,465,1,Cancelled,Unknown,Normal,On Time
101889,10/25/2025,P0438,W03,S013,Chennai,Furniture,Chair,2,1356,2712,258,6,Shipped,Unknown,Normal,On Time
101890,10/17/2024,P0072,W01,S003,Mumbai,Furniture,Chair,8,1318,10544,298,4,Cancelled,Unknown,Normal,On Time
101891,08/02/2025,P0650,W04,S007,Chennai,Electronics,Mouse,16,4156,66496,461,9,Cancelled,Unknown,Normal,On Time
101892,6/24/2025,P0605,W02,S011,Pune,Office Supplies,Pen,8,377,3016,268,2,Shipped,Unknown,Normal,On Time
101893,12/17/2025,P0555,W01,S006,Ahmedabad,Electronics,Keyboard,6,1721,10326,439,8,Shipped,Unknown,Normal,On Time
101894,10/31/2024,P0689,W01,S007,Jaipur,Office Supplies,Pen,8,3469,27752,98,4,Shipped,Unknown,Normal,On Time
101895,1/31/2024,P0438,W03,S002,Kolkata,Electronics,Monitor,14,3852,53928,54,6,Delivered,Unknown,Normal,On Time
101896,12/25/2024,P0474,W02,S014,Hyderabad,Furniture,Chair,15,4606,69090,398,5,Pending,Unknown,Normal,On Time
